Species,Platform,Name,Assays,Casey's Y/N as of 2/8,Proc
bordetella bronchiseptica,A-MEXP-629,NADC_Bordetella_bronchiseptica_v1,37,,
brassica napus,A-AGIL-4,Agilent Arabidopsis 2 Oligo Microarray 011839 G4136A,37,,
caenorhabditis elegans,A-MEXP-9,"UCSF C.elegans 20K PCR array, v. 2b",37,,
caenorhabditis elegans,A-MEXP-83,"Buck Institute C. elegans 9.4k, ver1",37,,
carassius auratus,A-GEOD-7056,AURATUS: The goldfish environmental genomics project 17K array v1.1,37,,
caulobacter crescentus na1000,A-GEOD-10469,MIT Agilent Caulobacter 45K Array,37,,
ciona intestinalis,A-GEOD-15657,[CINT06a520380F] Affymetrix Ciona intestinalis custom-designed array,37,,
clostridium difficile,A-BUGS-17,BuG@S S.aureus 9248 SAv1_1_0,37,,
cryptococcus neoformans,A-GEOD-15151,WashU C. Neformans ver2 array (locus ID),37,,
drosophila melanogaster,A-GEOD-1467,CDMC_Drosophila_12k1,37,,
enterococcus faecalis,A-MEXP-616,Microbial Gene Technology Enterococcus faecalis 3.6K v1,37,,
escherichia coli,A-GEOD-7445,MSU E. coli 6.1.K Ver. 1.0.2,37,,
escherichia coli k-12,A-GEOD-13360,Agilent-020097 E. coli Gene Expression Microarray (Feature Number version),37,,
homo sapiens,A-AFFY-141,[miRNA-2_0] Affymetrix Multispecies miRNA-2_0 Array,37,,
homo sapiens,A-AFFY-44,[Hs_PromPR] Affymetrix Human Promoter 1.0R Array,37,,
homo sapiens,A-SMDB-924,SMD Homo sapiens Array SHEI,37,,
homo sapiens,A-AFFY-141,Nanostring nCounter Human microRNA Expression Platform,37,,
homo sapiens,A-MEXP-214,Lund University H. sapiens 55k v2.1.1,37,,
homo sapiens,A-GEOD-14689,Invitrogen ProtoArray v5.0 (full array layout),37,,
homo sapiens,A-GEHB-2,GE Healthcare/Amersham Biosciences CodeLink? UniSet Human 20K I Bioarray,37,,
homo sapiens,A-GEOD-20311,Agilent-scanner-UNC-custom-4X44K-without-Virus (probe name version),37,,
homo sapiens,A-GEOD-17513,Agilent-038498 H. sapiens 4x180k expression [gene version],37,,
homo sapiens,A-GEOD-11339,Agilent G4851A SurePrint G3 Hmn GE 8x60K Microarray,37,,
homo sapiens,A-AFFY-33,Affymetrix GeneChip Human Mapping 10K Array Xba 131,37,,
homo sapiens,A-AFFY-143,Affymetrix GeneChip HT Human Genome U133A HT_HG-U133A,37,,
medicago truncatula,A-MEXP-84,UNIBI-Mt8k-Medicago truncatula-24k-Microarray,37,,
mus musculus,A-GEOD-13763,[Mouse4302_Mm_REFSEQ] Affymetrix GeneChip Mouse Genome 430 2.0 Array [Brainarray Version 13],37,,
rhodobacter sphaeroides 2.4.1,A-GEOD-15457,Klug lab - Rhodobacter sphaeroides - 15k array Version 2 (144 sRNA),37,,
saccharomyces cerevisiae,A-AFFY-47,[Sc03b_MR] Affymetrix GeneChip S. cerevisiae Tiling 1.0R Array,37,,
saccharomyces cerevisiae,A-SMDB-275,"SMD Saccharomyces cerevisiae Array y21-22, 8448 features",37,,
salmonella enterica subsp. enterica serovar typhimurium,A-GEOD-9091,IFR_Salmonella_5.3k_v1.1,37,,
salmonella enterica subsp. enterica serovar typhimurium str. st4/74,A-GEOD-13609,SALSA 2 IFR Salmonella 8K Arrays,37,,
schizosaccharomyces pombe,A-SNGR-8,Sanger Institute S. pombe array 2.2.1 template 3.2,37,,
streptomyces coelicolor a3(2),A-GEOD-16698,Agilent-017905 Oxford Gene Technology S. coelicolor whole genome 4x44K,37,,
Multiple,A-GEOD-9805,wheat 38k,36,,
Multiple,A-GEOD-9670,Plant and Food Arabidopsis thaliana AROS version 1.0,36,,
Multiple,A-AGIL-19,NMC (Norwegian Microarray Consortium) 35k human oligo v2.1,36,,
Multiple,A-GEHB-4,NMC (Norwegian Microarray Consortium) 35k human oligo v2.1,36,,
Multiple,A-MEXP-565,NMC (Norwegian Microarray Consortium) 35k human oligo v2.1,36,,
Multiple,A-MEXP-1908,MPI-CBG D. virilis 15k v1,36,,
Multiple,A-GEOD-17192,MAD-ECk12-1-Nimble-E135,36,,
Multiple,A-GEOD-11156,HMS/Somero-Mytilus-105K_Agilent-v1.0_salinity_stress,36,,
Multiple,A-GEOD-4808,Cotton_oligonucleotide_array_v2.0,36,,
Multiple,A-AFFY-25,Affymetrix GeneChip Rat Expression Array RAE230A [RAE230A],36,,
Multiple,A-AFFY-35,Affymetrix GeneChip Drosophila Genome 2.0 Array [Drosophila_2],36,,
acropora palmata,A-GEOD-15393,NimbleGen A.palmata 135K array v1.0,36,,
ajellomyces capsulatus,A-GEOD-17161,UCSF/Sil lab-Histoplasma capsulatum-G217Borfs4,36,,
ajellomyces capsulatus,A-GEOD-17161,UCSF/Sil lab-Histoplasma capsulatum-G217Borfs2,36,,
andropogon gerardii,A-GEOD-3333,SAM1.1a,36,,
arabidopsis thaliana,A-GEOD-19178,NimbleGen/INRA-CNRS-UEVE Arabidopsis thaliana expression array [111220_Athal_SB_exp],36,,
arabidopsis thaliana,A-GEOD-6147,CATMA_CIG_Arabidopsis_25K_V1,36,,
arabidopsis thaliana,A-GEOD-20796,Agilent-034592 Arabidopsis thaliana PSC_Custom,36,,
arabidopsis thaliana,A-GEOD-17515,031058-Agilent ATH NAT array,36,,
bacillus subtilis subsp. subtilis str. 168,A-GEOD-9817,TNO/NimbleGen 60-mer 071112 Bacillus subtilis subsp. subtilis strain 168 4x72K array,36,,
bacillus subtilis subsp. subtilis str. 168,A-GEOD-188,Sigma Genosys Panorama Bacillus subtilis Gene Array,36,,
bacillus subtilis subsp. subtilis str. 168,A-GEOD-16167,Bacillus subtilis WGD14 platform [BS_ID_Col_Row],36,,
bos taurus,A-GEOD-16722,WT Btau 4.0 Array,36,,
burkholderia cenocepacia,A-MEXP-1181,B. cenocepacia 4x44k v.1,36,,
candida albicans,A-GEOD-10374,FhG_IGB_MBT Candida albicans oligo array V1,36,,
candida dubliniensis,A-GEOD-10110,Agilent Candida dubliniensis 12K V.2,36,,
canis lupus familiaris,A-GEOD-16554,Genopole Canis familiaris 21K cDNA microarray,36,,
caulobacter vibrioides,A-GEOD-11304,Stanford Affymetrix Caulobacter crescentus 16.7K CauloHi1 (alternative CDF),36,,
danio rerio,A-GEOD-9074,Zebrafish custom Agilent temperature_cadmium microarray,36,,
danio rerio,A-GEOD-10387,UoL-LMF Zebrafish 17K v1.0,36,,
danio rerio,A-TIGR-15,"TIGR Danio rerio zage/Dar-001 array, v1.0, 37632 features",36,,
drosophila melanogaster,A-MEXP-742,Operon AROS D. melanogaster v.1.1,36,,
drosophila melanogaster,A-MEXP-718,EMBL Furlong D. melanogaster INDAC 17.6K vAug05,36,,
equus caballus,A-GEOD-13795,Agilent-023443 Equine Central Nervous System and Splenic Transcriptome Microarray,36,,
equus caballus,A-GEOD-15190,Agilent-021322 Horse Gene Expression Microarray [Probe Name version],36,,
escherichia coli,A-GEOD-6272,Escherichia coli O157:H7 EDL933 Spotted PCR Array,36,,
escherichia coli dh5-a,A-MEXP-2232,Agilent E. coli Gene Expression Microarray 8x15K 020097 G4813A (82 Col x 192 Row),36,,
exiguobacterium sibiricum 255-15,A-GEOD-6358,MSU/JMT Exiguobacterium sibiricum 70mer array v. 1.0,36,,
fundulus heteroclitus,A-GEOD-14994,NimbleGen_Fundulus heteroclitus_Expression Array_12x135k_All Probes [DesignID 11308],36,,
geobacter sulfurreducens,A-GEOD-4897,Geobacter sulfurreducens sense-detecting 12K oligo array,36,,
glycine max,A-GEOD-17531,NimbleGen Glycine Max Array [100526_Brach_MoGene_exp],36,,
gossypium hirsutum,A-GEOD-8814,Arabidopsis thaliana microRNA 0.35K microarray,36,,
groundwater metagenome,A-GEOD-13409,NimbleGen_Custom_Chloroethene_array_V02,36,,
haliotis asinina,A-GEOD-7421,QIMR Haliotis asinina custom 5.5k cDNA array,36,,
homo sapiens,A-GEOD-16968,"miRCURY LNA microRNA Array, 6th generation - hsa, mmu & rno (miRBase 17)",36,,
homo sapiens,A-GEOD-1521,cDNA microarray quad 5000,36,,
homo sapiens,A-AFFY-37,[miRNA-3] Affymetrix Multispecies miRNA-3 Array [miRNA-3_0] or [miRNA-3_1],36,,
homo sapiens,A-GEOD-17426,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: huex10stv2_67_020],36,,
homo sapiens,A-GEOD-16968,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0],36,,
homo sapiens,A-SMDB-748,SMD Homo sapiens Array SHCZ,36,,
homo sapiens,A-GEOD-6259,SBC Human 16K cDNA Microarray,36,,
homo sapiens,A-MEXP-63,RFCGR_HGMP_Human_Hs_Clone_Av2,36,,
homo sapiens,A-GEOD-13716,OSU-CCC Human and Mouse MicroRNA Microarray Version 4.0,36,,
homo sapiens,A-AFFY-44,Nimblegen Human HG19_HELP array [100128_HG19_MKF_HELP_ChIP],36,,
homo sapiens,A-GEOD-6602,NimbleGen human hg18 array (2007-06-15_WiCell_HG18_p14),36,,
homo sapiens,A-GEOD-16869,NimbleGen Human CGH 3x720K Whole-Genome Tiling v3.0 Array [090527_HG18_WG_CGH_v3.1_HX3],36,,
homo sapiens,A-GEOD-17425,NimbleGen Human 2.1M Deluxe Promoter Array [080814_HG18_Deluxe_Promoter_HX1],36,,
homo sapiens,A-AFFY-33,Illumina HumanHT-12 v3.0 Expression BeadChip,36,,
homo sapiens,A-AFFY-143,HumanOmniExpress BeadChip,36,,
homo sapiens,A-GEOD-8792,Human lincRNA 364k Tiling Array V1,36,,
homo sapiens,A-GEOD-14795,Human Operon Array,36,,
homo sapiens,A-GEOD-6127,Homo sapiens 0.4K miChip v8,36,,
homo sapiens,A-GEOD-8688,Compugen Homo sapiens 19K long-oligo ATC2,36,,
homo sapiens,A-AFFY-37,CombiMatrix 4x2k human microRNA microarray miRBase 9.0,36,,
homo sapiens,A-GEOD-20163,Agilent-039494 SurePrint G3 Human GE v2 8x60K Microarray 039381 (Probe Name version),36,,
homo sapiens,A-GEOD-16528,Agilent-022061 human lncRNA 1X244K microarray (Probe Name version),36,,
homo sapiens,A-GEOD-13497,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),36,,
homo sapiens,A-MEXP-287,Agilent Human 1 cDNA Microarray G4100A (Langland layout),36,,
homo sapiens,A-GEOD-9419,Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: Hs133P_Hs_REFSEQ_10],36,,
lepeophtheirus salmonis,A-MEXP-2284,IOA L. salmonis 15K v1,36,,
macaca fascicularis,A-GEOD-13762,NimbleGen 12-plex Gene Expression Array for Cynomolgus monkey (135K),36,,
malus domestica,A-GEOD-21528,Nimblegen Whole Genome Apple Array [120906_Malus_PT_expr],36,,
mus musculus,A-MEXP-1409,igbmc_sf01,36,,
mus musculus,A-GEOD-6231,VMSR Mus musculus MEEBO 38.5K v1.0,36,,
mus musculus,A-GEOD-8386,USYD Dermatology Compugen Mouse 22K,36,,
mus musculus,A-GEOD-11059,NimbleGen Mus musculus MM8 Expression Array (4x72k),36,,
mus musculus,A-GEOD-22076,MRC Toxicology Unit-Mus musculus-miRCURY LNA f version 8.0 of miRBase (Exiqon),36,,
mus musculus,A-GEOD-9002,"MEEBO Mouse 38,976-element spotted oligo microarray, 070321 printing",36,,
mus musculus,A-GEOD-19518,"Custom nCounter Gene Expression CodeSets (Catalog No.GXA-P1CS-048, Nanostring Technologies, Inc., Seattle, WA)",36,,
mus musculus,A-GEOD-5530,"Cardiff Array Facility print of the NIA 15K set, print format 1",36,,
mus musculus,A-GEOD-18140,Agilent-030493 SurePrint G3 Mouse Exon 4x180K Microarray,36,,
mus musculus,A-GEOD-17189,Agilent-028916 Mouse 8x60k CGH [ProbeName version],36,,
mus musculus,A-GEOD-13912,Agilent Whole Mouse Genome Microarray 4x44K 014868 G4122F (annotation from 02.2007),36,,
mus musculus,A-AFFY-45,Agilent Whole Mouse Genome Microarray 4x44K 014868 G4122F (GenePix layout),36,,
mus musculus,A-AFFY-186,Affymetrix GeneChip miRNA 1.0 Array [miRNA_v1],36,,
mus musculus,A-MEXP-945,060802_NIA_15K_V2.1_CNIO,36,,
mycobacterium tuberculosis h37rv,A-GEOD-8768,Univ Colorado Denver Mycobacterium tuberculosis 4.6K Operon Microarray,36,,
oncorhynchus gorbuscha,A-GEOD-13225,"cGRASP Salmonid array, 32K cDNA, version 2, 02/08",36,,
oryza sativa japonica,A-AFFY-126,Affymetrix GeneChip Rice Genome Array [Rice],36,,
pimephales promelas,A-GEOD-7342,EcoArray 1 x 22K Fathead Minnow Microarray (v1 and v2),36,,
pinus contorta,A-GEOD-5423,Treenomix spruce 21.8K cDNA microarray,36,,
plasmodium berghei,A-GEOD-18005,Agilent-032976 Plasmodium berghei_Mar2010_transcriptome,36,,
plasmodium falciparum,A-GEOD-7189,University of Washington - Rathod Lab - Plasmodium falciparum - 7665 - v1.0,36,,
plasmodium falciparum,A-GEOD-8456,NimbleGen_2005-05-10_Plasmodium_3D7_WG,36,,
plasmodium falciparum dd2,A-GEOD-15221,Plasmodium falciparum Rathod09A_10816,36,,
populus trichocarpa,A-GEOD-16717,090828_Populus_135K_EXP,36,,
prochlorococcus marinus,A-MEXP-1862,Prochlorococcus marinus PCC9511_Nimblegen1,36,,
rattus norvegicus,A-GEOD-18813,"[Rat230_2] Affymetrix Rat Genome 230 2.0 Array [CDF: Version 15.1, ENTREZG]",36,,
rattus norvegicus,A-GEOD-4870,SBTM Microarray Laboratory Operon Rat v3.0,36,,
rattus norvegicus,A-GEOD-10160,RN4 NR3C1 locus for ChIP (Agilent-018263),36,,
rattus norvegicus,A-MEXP-593,NMC Rat cDNA 13K array v14,36,,
rattus norvegicus,A-MEXP-47,AAT Rat HepatoChip,36,,
ruditapes philippinarum,A-GEOD-18750,Agilent-034518 Ruditapes philippinarum 15K v2,36,,
saccharomyces cerevisiae,A-MEXP-1716,Doudna S. cerevisiae AROS YBOX 2K v 1,36,,
saccharomyces cerevisiae,A-GEOD-10104,Custom Agilent Saccharomyces cerevisiae 8x15K Yeast_LH_03,36,,
saccharomyces cerevisiae,A-MAXD-5,COGEME S.cerevisiae PCR 7K v1,36,,
saccharomyces cerevisiae,A-GEOD-17614,Agilent-032180 S. cerevisiae DalChipJan11,36,,
saccharomyces cerevisiae,A-GEOD-11382,Agilent-015072 Yeast Oligo Microarray 4x44K G2519F (Probe Name version),36,,
salmo salar,A-GEOD-13225,"cGRASP Salmonid array, 32K cDNA, version 2, 02/08",36,,
salmo salar,A-GEOD-18864,Agilent-035370 Salmonid_60k_Array_V1_060711 035285,36,,
salmonella enterica subsp. enterica serovar typhimurium str. sl1344,A-GEOD-17132,Agilent-037367 SALSIFY2 Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344 15K,36,,
schizosaccharomyces pombe,A-MEXP-1490,Sanger Institute S. pombe array 2.1.1 template 2.2 with extra features,36,,
schmidtea mediterranea,A-GEOD-18465,Agilent-033226 smed_v2,36,,
shewanella oneidensis mr-1,A-GEOD-15821,NimbleGen Custom Shewanella oneidensis MR-1 12-plex,36,,
shigella flexneri,A-GEOD-14728,China CDC Shigella flexneri 4224,36,,
solea senegalensis,A-MAXD-12,Birmingham Platichthys flesus 28K GENIPOL1,36,,
staphylococcus aureus,A-GEOD-8753,JCVI PFGRC Staphylococcus aureus 22K v7 array designed primarily based on strain USA300,36,,
strongylocentrotus purpuratus,A-GEOD-15767,Agilent-033937 Strongylocentrotus purpuratus 105K v2 (Probe version),36,,
sus scrofa,A-GEOD-3764,Porcine oligo micro array version 3,36,,
sus scrofa,A-GEOD-5468,DIPROVAL - OPERON Sus scrofa AROS V1.0,36,,
taeniopygia guttata,A-GEOD-18442,Agilent-021323 Zebra Finch AgilentSongbird2 Oligoarray,36,,
thunnus orientalis,A-GEOD-15374,Agilent-024425 Thunnus thynnus 2009 (Feature Number version),36,,
Multiple,A-GEOD-10558,Illumina HumanHT-12 V4.0 expression beadchip,35,,
Multiple,A-GEOD-7006,Human gut microbiota community GeneChip,35,,
Multiple,A-GEOD-10259,Agilent-019597 custom fathead minnow 60mer (8x15k),35,,
Multiple,A-GEOD-10500,Agilent Custom Gene Expression Array for Saccharomyces mikatae,35,,
Multiple,A-GEOD-10371,Affymetrix Human Genome U133 Plus 2.0 Array [CDF: HGU133Plus2_Hs_REFSEQ_11.0.1],35,,
burkholderia cepacia,A-MEXP-1613,B. cenocepacia 4x44k v.2 017397,35,,
caenorhabditis elegans,A-GEOD-13995,[Celegans] Affymetrix C. elegans Genome Array [CDF: Celegans_Ce_REFSEQ version 13.0.0],35,,
candida albicans,A-GEOD-14575,Agilent-025480 Candida albicans Custom Expression Array (Feature Number version),35,,
danio rerio,A-MEXP-838,Gonad Uniclone Microarray v1,35,,
danio rerio,A-GEOD-10816,Agilent-024129 Dano rerio 44K,35,,
gallus gallus,A-MEXP-2133,Nimblegen Custom Whole Chicken Array,35,,
homo sapiens,A-AFFY-143,"nCoutner Human miRNA Expression Assay, V2",35,,
homo sapiens,A-GEOD-15829,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version],35,,
homo sapiens,A-SMDB-169,SMD Homo sapiens Lymphochip Array LC-8,35,,
homo sapiens,A-SMDB-197,SMD Homo sapiens Lymphochip Array LC-4b,35,,
homo sapiens,A-SMDB-886,SMD Homo sapiens Array SHDQ,35,,
homo sapiens,A-AFFY-65,NKI-CMF Homo sapiens 35k oligo array,35,,
homo sapiens,A-GEOD-10775,Human 50K Exonic Evidence-Based Oligonucleotide array,35,,
homo sapiens,A-MEXP-1431,DKFZ pancreatic cancer nemorosone treatment,35,,
homo sapiens,A-GEOD-16071,Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray,35,,
homo sapiens,A-MEXP-2258,"Agilent human micoRNA microarray miRBase Release 14.0, 8x15k (GridName 029297, 82 cols x 192 rows)",35,,
homo sapiens,A-GEOD-10335,Affymetrix Human Genome U133 Plus 2.0 Array [CDF from AffyProbeMiner],35,,
homo sapiens,A-GEOD-13746,3D-Gene Human miRNA V14_1.0.1,35,,
komagataella pastoris,A-GEOD-20010,Agilent-034821 Pipas GS115 IAM2,35,,
macaca mulatta,A-AFFY-33,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],35,,
medicago truncatula,A-MEXP-85,UNIBI-Mt16kOLI1-Medicago truncatula-32k-Microarray,35,,
mus musculus,A-GEOD-4358,NIA Mouse 44K Microarray v2.2 (Whole Genome 60-mer Oligo),35,,
mus musculus,A-GEOD-8374,Mouse OpArray OPMMV4,35,,
mus musculus,A-MEXP-954,Klein spotted,35,,
mus musculus,A-GEOD-9744,JHU WEI Mouse MEEBO 35K oligo array,35,,
mus musculus,A-GEOD-14829,"Exiqon miRCURY LNA microRNA array v.11.0 Gene ID Version - hsa, mmu & rno",35,,
oncorhynchus mykiss,A-MTAB-524,Agilent_SFIRC_Rainbow trout_cDNA microarray_4x44K,35,,
oncorhynchus mykiss,A-GEOD-15258,Agilent-016320 rainbow trout 37K oligo array [Probe name version],35,,
oncorhynchus nerka,A-GEOD-11299,Agilent-025055 Koop Lab Salmonid 44k,35,,
penaeus monodon,A-GEOD-10413,BIOTEC UniShrimpChip,35,,
pseudomonas aeruginosa,A-JCVI-69,JCVI PFGRC Pseudomonas aeruginosa 25K v2 array primarily designed for strain PAO1,35,,
rattus norvegicus,A-GEOD-9908,"miRCURY LNA microRNA Array, v.11.0 - hsa, mmu & rno [full array]",35,,
saccharomyces cerevisiae,A-SMDB-896,SMD Saccharomyces cerevisiae Array ORF_intergenic_M,35,,
streptococcus pneumoniae,A-GEOD-536,MWG Streptococcus pneumoniae Array,35,,
xenopus laevis,A-GEOD-11258,Agilent-015066 Xenopus Gene Expression Microarray (Probe Name version),35,,
Multiple,A-AFFY-37,miRXplore TM Microarray (922),34,,
Multiple,A-GEOD-6746,INRA GeneChip Rosa genome 5K Array version 1,34,,
Multiple,A-GEOD-1467,CDMC_Drosophila_12k1,34,,
Multiple,A-GEOD-5531,Ambion Human_Mouse_Rat mirVana miRNA Bioarray_1566V1,34,,
Multiple,A-GEOD-10499,Agilent-015072 Yeast Oligo Microarray 4x44K G2519F (Probe Name version),34,,
Multiple,A-GEOD-10501,Agilent-015072 Yeast Oligo Microarray 4x44K G2519F (Probe Name version),34,,
Multiple,A-GEOD-17400,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],34,,
arabidopsis thaliana,A-GEOD-5337,URGV Arabidopsis thaliana 25K CATMA_v2.1,34,,
bos taurus,A-GEOD-4594,URH-TALL_Bovine_Operon V1.1_1,34,,
candida albicans,A-GEOD-13830,Agilent-020166 Ca21_GE_plus_tiling_2.0 [ORF-centered version],34,,
cryptopygus antarcticus,A-MEXP-1638,Cryptopygus antarcticus,34,,
enterococcus faecalis v583,A-GEOD-16245,[Gilmorea520187F] Affymetrix Custom Array - Gilmore SLARE E. faecalis,34,,
equus caballus,A-GEOD-8349,CEA Equine / Murine Oligonucleotide Expression Microarray,34,,
erwinia amylovora,A-GEOD-13939,Agilent-021826 UIUC Erwinia 15K.V1.0,34,,
escherichia coli,A-AFFY-56,Affymetrix GeneChip E.coli Antisense Genome Array [Ecoli_ASv2],34,,
escherichia coli k12,A-GEOD-6570,Tavazoie Lab Escherichia coli 3.2k cDNA array,34,,
escherichia coli str. k-12 substr. mg1655,A-GEOD-6679,"UBEC Array3, condensed version",34,,
francisella tularensis,A-MEXP-1448,PFGRC Francisella tularensis microarray,34,,
halobacterium sp. nrc-1,A-GEOD-13426,Agilent-032722 Halobacterium sp. NRC-1 Tiling V2 030521,34,,
homo sapiens,A-GEOD-11241,"miRCURY LNA microRNA Array, 5th generation - hsa, mmu & rno",34,,
homo sapiens,A-GEOD-16238,[hGlue_3_0_v1] Glue Grant Human Transcriptome Array version 3.0 (GG-H) [transcript-level],34,,
homo sapiens,A-GEOD-16546,[PhyloChip] Affymetrix G3 PhyloChip,34,,
homo sapiens,A-GEOD-19306,[HuGene10stv1_Hs_ENSG] Affymetrix GeneChip Human Gene 1.0 ST Array [Brainarray Version 12 CDF],34,,
homo sapiens,A-GEOD-16131,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [brainarray refseq v18.0.0],34,,
homo sapiens,A-AFFY-141,[Hs_PromPR] Affymetrix Human Promoter 1.0R Array,34,,
homo sapiens,A-GEOD-17470,Thermo Scientific Dharmacon microRNA human array,34,,
homo sapiens,A-GEOD-8713,State Key Lab_Human_13K_cDNA array,34,,
homo sapiens,A-SMDB-556,"SMD Homo sapiens Array SHBB, 44160 features",34,,
homo sapiens,A-SMDB-149,SMD Homo sapiens Array SHAE,34,,
homo sapiens,A-RZPD-21,RZPD Immunofilter v1.2,34,,
homo sapiens,A-GEOD-4719,RNG-MRC_HU2k_v4,34,,
homo sapiens,A-GEOD-8640,OGF MWG human 20K print-122,34,,
homo sapiens,A-GEOD-7408,Nimblegen HG18 RefSeq promoter array,34,,
homo sapiens,A-GEOD-1053,NIAID - Hsab,34,,
homo sapiens,A-MEXP-50,HU3.5_TAGC_1,34,,
homo sapiens,A-MEXP-304,Dessen Agilent Whole Human Genome oligo array,34,,
homo sapiens,A-GEOD-15496,CodeLink Human Whole Genome Bioarray,34,,
homo sapiens,A-MEXP-96,CNIO Human Oncochip 1.1a,34,,
homo sapiens,A-MTAB-579,Agilent-046369 CBC human miRNA (8x60K) microarray (miRBase 19.0),34,,
homo sapiens,A-GEOD-8659,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),34,,
homo sapiens,A-AFFY-32,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],34,,
homo sapiens,A-GEOD-9197,Affymetrix GeneChip HT Human Genome U133A HT_HG-U133A,34,,
hordeum vulgare,A-GEOD-7659,Barley_array_v35-01,34,,
listeria monocytogenes str. 4b f2365,A-GEOD-8610,TNO/NimbleGen 60-mer 080328 L. monocytogenes 4bF2365 4x72K array,34,,
mus musculus,A-GEOD-19192,[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: GATExplorer_Ensembl v57],34,,
mus musculus,A-CBIL-7,UPenn Mouse PancChip 2.0,34,,
mus musculus,A-MEXP-101,MRC Toxicology Unit Mm030512,34,,
mus musculus,A-GEOD-6249,Hunstman Cancer Institute/University of Utah Mouse a/b cDNA Array,34,,
mus musculus,A-GEOD-17400,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],34,,
mycobacterium tuberculosis,A-GEOD-6719,UCSF Mycobacterium tuberculosis oligo 3.9K,34,,
oryzias latipes,A-GEOD-9033,CERI_Medaka-array 4x44K ver.1.0,34,,
plasmodium berghei,A-GEOD-15092,Agilent-031544 Custom Plasmodium berghei str. ANKA array [PBANKA1],34,,
plasmodium yoelii,A-GEOD-5381,DrexelMed-Plasmodium yoelii-7K-Version 2.0,34,,
prevotella ruminicola,A-GEOD-9696,Prevotella ruminicola whole genome array,34,,
rattus norvegicus,A-GEOD-17896,[RaGene-1_0-st] Affymetrix Rat Gene 1.0 ST Array [transcript (gene) version] [CDF: Brainarray ENTREZG Version 14],34,,
rattus norvegicus,A-GEOD-18176,Rat teratogenicity custom array,34,,
saccharomyces cerevisiae,A-MEXP-1387,Simon Expresion-1 6K Yeast,34,,
saccharomyces cerevisiae by4741,A-GEOD-11232,A-UMCU-Y16k-1.3,34,,
